date,temperature_2m_max,temperature_2m_min,temperature_2m_mean
2021-06-23 00:00:00+00:00,25.864,19.364,22.309835
2021-06-24 00:00:00+00:00,25.814,19.014,21.895248
2021-06-25 00:00:00+00:00,25.464,20.164,22.207754
2021-06-26 00:00:00+00:00,25.414,19.264,21.557753
2021-06-27 00:00:00+00:00,26.314,19.464,22.391083
2021-06-28 00:00:00+00:00,26.214,19.514,22.307749
2021-06-29 00:00:00+00:00,26.314,20.414,23.155668
2021-06-30 00:00:00+00:00,24.214,20.914,22.282751
2021-07-01 00:00:00+00:00,23.764,20.214,21.85775
2021-07-02 00:00:00+00:00,21.464,19.614,20.405664
2021-07-03 00:00:00+00:00,26.164,20.014,21.970251
2021-07-04 00:00:00+00:00,25.764,20.614,22.043167
2021-07-05 00:00:00+00:00,25.914,20.364,22.343168
2021-07-06 00:00:00+00:00,26.864,20.914,23.236916
2021-07-07 00:00:00+00:00,26.064,21.014,23.166079
2021-07-08 00:00:00+00:00,24.814,20.064,22.234838
2021-07-09 00:00:00+00:00,26.864,19.914,22.813997
2021-07-10 00:00:00+00:00,25.864,20.864,22.834833
2021-07-11 00:00:00+00:00,24.514,20.564,21.941086
2021-07-12 00:00:00+00:00,26.364,20.514,22.668167
2021-07-13 00:00:00+00:00,27.364,20.464,22.816084
2021-07-14 00:00:00+00:00,26.564,20.614,22.713997
2021-07-15 00:00:00+00:00,24.464,20.064,21.803583
2021-07-16 00:00:00+00:00,25.614,20.514,22.261917
2021-07-17 00:00:00+00:00,25.514,20.664,22.266085
2021-07-18 00:00:00+00:00,24.814,20.114,22.143167
2021-07-19 00:00:00+00:00,24.964,20.664,22.432753
2021-07-20 00:00:00+00:00,24.764,20.864,22.316086
2021-07-21 00:00:00+00:00,25.164,20.664,22.491083
2021-07-22 00:00:00+00:00,26.564,19.714,23.064003
2021-07-23 00:00:00+00:00,25.814,20.064,22.847334
2021-07-24 00:00:00+00:00,26.464,20.464,23.441084
2021-07-25 00:00:00+00:00,26.514,21.414,23.182753
2021-07-26 00:00:00+00:00,24.264,20.714,22.378586
2021-07-27 00:00:00+00:00,27.064,20.664,22.834833
2021-07-28 00:00:00+00:00,26.514,20.414,22.889002
2021-07-29 00:00:00+00:00,27.364,20.214,23.032751
2021-07-30 00:00:00+00:00,26.314,20.414,22.689003
2021-07-31 00:00:00+00:00,26.064,20.614,23.011919
2021-08-01 00:00:00+00:00,27.214,20.614,23.195251
2021-08-02 00:00:00+00:00,26.314,20.114,22.609833
2021-08-03 00:00:00+00:00,26.364,20.364,23.053583
2021-08-04 00:00:00+00:00,26.164,20.714,22.753584
2021-08-05 00:00:00+00:00,25.914,20.414,22.414001
2021-08-06 00:00:00+00:00,26.114,19.914,23.134832
2021-08-07 00:00:00+00:00,26.614,20.314,22.914001
2021-08-08 00:00:00+00:00,26.064,20.564,22.468168
2021-08-09 00:00:00+00:00,26.664,20.264,22.711916
2021-08-10 00:00:00+00:00,26.564,20.314,22.980667
2021-08-11 00:00:00+00:00,26.664,20.914,23.041084
2021-08-12 00:00:00+00:00,27.214,20.664,23.286917
2021-08-13 00:00:00+00:00,25.714,20.664,22.632751
2021-08-14 00:00:00+00:00,23.414,20.764,21.96817
2021-08-15 00:00:00+00:00,23.614,20.014,21.611916
2021-08-16 00:00:00+00:00,26.814,20.414,22.88275
2021-08-17 00:00:00+00:00,26.714,20.814,22.497335
2021-08-18 00:00:00+00:00,25.314,20.814,22.624418
2021-08-19 00:00:00+00:00,25.914,20.764,22.69525
2021-08-20 00:00:00+00:00,26.264,20.814,22.757753
2021-08-21 00:00:00+00:00,25.264,20.514,22.143167
2021-08-22 00:00:00+00:00,23.414,20.414,21.578583
2021-08-23 00:00:00+00:00,23.164,20.064,21.314001
2021-08-24 00:00:00+00:00,24.514,20.164,21.803587
2021-08-25 00:00:00+00:00,23.214,20.764,21.736916
2021-08-26 00:00:00+00:00,25.364,20.864,22.668167
2021-08-27 00:00:00+00:00,24.214,19.514,21.57025
2021-08-28 00:00:00+00:00,22.464,19.764,21.203585
2021-08-29 00:00:00+00:00,22.464,19.464,20.936918
2021-08-30 00:00:00+00:00,23.814,19.264,21.134836
2021-08-31 00:00:00+00:00,26.464,19.064,21.666084
2021-09-01 00:00:00+00:00,25.764,19.164,22.024416
2021-09-02 00:00:00+00:00,25.364,19.964,21.684835
2021-09-03 00:00:00+00:00,23.864,19.414,21.26608
2021-09-04 00:00:00+00:00,25.714,19.814,22.559835
2021-09-05 00:00:00+00:00,25.714,20.464,22.618166
2021-09-06 00:00:00+00:00,26.464,20.114,22.199417
2021-09-07 00:00:00+00:00,25.414,19.964,21.955667
2021-09-08 00:00:00+00:00,25.964,19.764,21.732752
2021-09-09 00:00:00+00:00,23.664,18.764,20.997335
2021-09-10 00:00:00+00:00,24.964,19.014,21.443169
2021-09-11 00:00:00+00:00,26.864,18.764,21.857752
2021-09-12 00:00:00+00:00,26.764,19.064,22.072334
2021-09-13 00:00:00+00:00,26.714,18.914,22.066084
2021-09-14 00:00:00+00:00,27.964,19.714,22.653585
2021-09-15 00:00:00+00:00,23.314,19.464,21.08067
2021-09-16 00:00:00+00:00,22.864,19.414,21.08275
2021-09-17 00:00:00+00:00,22.514,17.864,20.568169
2021-09-18 00:00:00+00:00,25.564,18.414,21.847334
2021-09-19 00:00:00+00:00,25.814,19.214,22.432749
2021-09-20 00:00:00+00:00,24.964,19.114,21.814001
2021-09-21 00:00:00+00:00,25.114,19.264,21.559832
2021-09-22 00:00:00+00:00,23.464,19.114,20.87025
2021-09-23 00:00:00+00:00,24.664,17.664,20.818167
2021-09-24 00:00:00+00:00,25.914,18.114,21.682749
2021-09-25 00:00:00+00:00,24.964,17.464,20.964
2021-09-26 00:00:00+00:00,26.364,17.564,21.553587
2021-09-27 00:00:00+00:00,25.364,18.064,21.218166
2021-09-28 00:00:00+00:00,25.064,17.914,20.672333
2021-09-29 00:00:00+00:00,24.664,18.014,20.614002
2021-09-30 00:00:00+00:00,25.114,17.414,20.64942
2021-10-01 00:00:00+00:00,25.914,18.314,21.076498
2021-10-02 00:00:00+00:00,23.014,18.414,20.522337
2021-10-03 00:00:00+00:00,25.014,18.064,21.174417
2021-10-04 00:00:00+00:00,24.914,18.364,20.828585
2021-10-05 00:00:00+00:00,23.614,18.264,20.868166
2021-10-06 00:00:00+00:00,23.364,17.964,20.503584
2021-10-07 00:00:00+00:00,24.414,17.714,20.568169
2021-10-08 00:00:00+00:00,24.414,18.114,20.880669
2021-10-09 00:00:00+00:00,24.764,17.714,20.574417
2021-10-10 00:00:00+00:00,24.764,17.314,20.514
2021-10-11 00:00:00+00:00,26.414,17.214,21.093166
2021-10-12 00:00:00+00:00,27.614,17.364,21.966087
2021-10-13 00:00:00+00:00,28.564,17.464,22.584833
2021-10-14 00:00:00+00:00,28.314,17.964,22.57025
2021-10-15 00:00:00+00:00,28.214,18.014,22.96817
2021-10-16 00:00:00+00:00,25.864,17.914,21.916084
2021-10-17 00:00:00+00:00,25.764,18.164,21.368166
2021-10-18 00:00:00+00:00,21.414,18.264,19.718168
2021-10-19 00:00:00+00:00,21.414,17.964,19.284834
2021-10-20 00:00:00+00:00,21.114,17.314,18.939001
2021-10-21 00:00:00+00:00,22.314,14.114,18.228584
2021-10-22 00:00:00+00:00,23.214,15.314,19.139
2021-10-23 00:00:00+00:00,19.464,14.764,17.216084
2021-10-24 00:00:00+00:00,22.114,12.364,16.603584
2021-10-25 00:00:00+00:00,21.664,11.864,16.991085
2021-10-26 00:00:00+00:00,21.814,12.014,16.441086
2021-10-27 00:00:00+00:00,21.514,12.464,16.584833
2021-10-28 00:00:00+00:00,21.064,12.264,16.30775
2021-10-29 00:00:00+00:00,21.514,12.164,16.755667
2021-10-30 00:00:00+00:00,20.964,12.164,16.011919
2021-10-31 00:00:00+00:00,20.114,11.114,15.524418
2021-11-01 00:00:00+00:00,19.564,9.814,15.316085
2021-11-02 00:00:00+00:00,19.264,9.964,14.484834
2021-11-03 00:00:00+00:00,20.164,8.714,14.782752
2021-11-04 00:00:00+00:00,20.164,7.364,14.099419
2021-11-05 00:00:00+00:00,19.914,7.2139997,13.955667
2021-11-06 00:00:00+00:00,19.264,7.2139997,13.589
2021-11-07 00:00:00+00:00,19.964,7.414,13.922334
2021-11-08 00:00:00+00:00,21.364,8.264,15.132749
2021-11-09 00:00:00+00:00,21.314,10.814,15.401504
2021-11-10 00:00:00+00:00,20.814,10.114,15.047333
2021-11-11 00:00:00+00:00,20.464,10.364,14.761917
2021-11-12 00:00:00+00:00,20.514,9.514,14.726499
2021-11-13 00:00:00+00:00,19.764,9.164,13.978584
2021-11-14 00:00:00+00:00,19.864,8.964,14.078586
2021-11-15 00:00:00+00:00,18.764,8.464,13.305665
2021-11-16 00:00:00+00:00,19.114,8.564,13.099418
2021-11-17 00:00:00+00:00,19.664,8.214,13.707751
2021-11-18 00:00:00+00:00,21.014,10.264,15.497334
2021-11-19 00:00:00+00:00,20.664,7.914,14.459832
2021-11-20 00:00:00+00:00,20.414,8.214,14.930667
2021-11-21 00:00:00+00:00,21.964,7.814,14.359834
2021-11-22 00:00:00+00:00,20.814,8.064,13.636916
2021-11-23 00:00:00+00:00,19.414,8.1640005,13.316085
2021-11-24 00:00:00+00:00,17.714,9.764,13.172334
2021-11-25 00:00:00+00:00,16.264,9.964,12.951499
2021-11-26 00:00:00+00:00,14.164,10.214,12.128583
2021-11-27 00:00:00+00:00,16.214,8.814,12.736917
2021-11-28 00:00:00+00:00,18.664,8.1640005,13.095252
2021-11-29 00:00:00+00:00,18.414,8.364,12.797334
2021-11-30 00:00:00+00:00,18.964,7.914,13.0265
2021-12-01 00:00:00+00:00,20.064,8.064,14.086915
2021-12-02 00:00:00+00:00,19.464,11.214,14.8265
2021-12-03 00:00:00+00:00,17.014,11.014,14.214001
2021-12-04 00:00:00+00:00,20.564,10.664,14.672333
2021-12-05 00:00:00+00:00,19.814,8.1640005,13.868167
2021-12-06 00:00:00+00:00,19.564,7.514,13.626498
2021-12-07 00:00:00+00:00,18.564,9.614,13.645249
2021-12-08 00:00:00+00:00,18.414,8.364,12.964
2021-12-09 00:00:00+00:00,17.914,7.7139997,11.986917
2021-12-10 00:00:00+00:00,16.464,7.064,11.826501
2021-12-11 00:00:00+00:00,17.414,6.514,11.749417
2021-12-12 00:00:00+00:00,16.914,6.414,10.947334
2021-12-13 00:00:00+00:00,17.364,6.114,11.301499
2021-12-14 00:00:00+00:00,17.514,6.4639997,11.2265005
2021-12-15 00:00:00+00:00,17.014,3.2140002,9.928583
2021-12-16 00:00:00+00:00,18.214,3.6139998,10.72025
2021-12-17 00:00:00+00:00,17.664,6.4639997,11.130669
2021-12-18 00:00:00+00:00,16.664,1.964,9.791083
2021-12-19 00:00:00+00:00,16.164,1.964,9.6015
2021-12-20 00:00:00+00:00,15.364,5.664,9.5265
2021-12-21 00:00:00+00:00,15.764,4.664,9.997333
2021-12-22 00:00:00+00:00,15.864,5.164,10.3098345
2021-12-23 00:00:00+00:00,15.064,5.264,9.464
2021-12-24 00:00:00+00:00,15.214,4.414,9.501499
2021-12-25 00:00:00+00:00,13.264,4.464,8.459833
2021-12-26 00:00:00+00:00,13.614,4.464,8.499417
2021-12-27 00:00:00+00:00,13.564,2.614,8.918166
2021-12-28 00:00:00+00:00,15.114,3.014,10.032749
2021-12-29 00:00:00+00:00,11.164,5.864,8.18275
2021-12-30 00:00:00+00:00,13.464,4.064,8.103583
2021-12-31 00:00:00+00:00,14.714,3.9640002,9.191085
2022-01-01 00:00:00+00:00,15.464,4.814,9.859832
2022-01-02 00:00:00+00:00,16.314001,2.4640002,10.005667
2022-01-03 00:00:00+00:00,16.714,5.364,10.786918
2022-01-04 00:00:00+00:00,16.864,6.114,10.918166
2022-01-05 00:00:00+00:00,16.214,6.064,11.216084
2022-01-06 00:00:00+00:00,16.064001,8.064,11.957749
2022-01-07 00:00:00+00:00,17.014,9.514,12.461917
2022-01-08 00:00:00+00:00,16.414,8.064,12.103584
2022-01-09 00:00:00+00:00,18.014,8.614,12.928584
2022-01-10 00:00:00+00:00,16.564001,7.2139997,10.870251
2022-01-11 00:00:00+00:00,17.464,6.9639997,11.4015
2022-01-12 00:00:00+00:00,15.314,4.314,9.197333
2022-01-13 00:00:00+00:00,13.764,2.414,8.33275
2022-01-14 00:00:00+00:00,14.914,3.7140002,9.109831
2022-01-15 00:00:00+00:00,14.114,2.614,8.274415
2022-01-16 00:00:00+00:00,16.014,2.514,9.6223345
2022-01-17 00:00:00+00:00,17.264,6.014,11.301501
2022-01-18 00:00:00+00:00,16.814001,6.514,11.1327505
2022-01-19 00:00:00+00:00,15.414,7.064,10.628584
2022-01-20 00:00:00+00:00,12.364,6.014,8.85775
2022-01-21 00:00:00+00:00,10.664,4.014,7.8119164
2022-01-22 00:00:00+00:00,12.414,2.414,8.320249
2022-01-23 00:00:00+00:00,14.864,3.514,9.1015005
2022-01-24 00:00:00+00:00,12.514,2.614,7.6348343
2022-01-25 00:00:00+00:00,13.214,4.464,8.372334
2022-01-26 00:00:00+00:00,11.914,3.6139998,7.5035825
2022-01-27 00:00:00+00:00,12.214,1.964,6.55775
2022-01-28 00:00:00+00:00,12.364,1.8640001,7.4869175
2022-01-29 00:00:00+00:00,13.314,3.3639998,8.1015
2022-01-30 00:00:00+00:00,14.164,4.364,9.676499
2022-01-31 00:00:00+00:00,14.364,5.914,9.811915
2022-02-01 00:00:00+00:00,11.264,2.614,7.2848325
2022-02-02 00:00:00+00:00,13.014,2.8140001,8.3515
2022-02-03 00:00:00+00:00,14.914,4.014,9.622334
2022-02-04 00:00:00+00:00,12.264,3.414,7.1806674
2022-02-05 00:00:00+00:00,10.514,0.8640001,5.8681664
2022-02-06 00:00:00+00:00,13.464,1.8640001,7.75775
2022-02-07 00:00:00+00:00,14.314,2.614,9.816082
2022-02-08 00:00:00+00:00,13.664,3.8639998,9.168166
2022-02-09 00:00:00+00:00,14.514,2.7140002,9.1952505
2022-02-10 00:00:00+00:00,14.114,5.9639997,9.691084
2022-02-11 00:00:00+00:00,14.214,0.91400003,8.3202505
2022-02-12 00:00:00+00:00,15.964,1.414,9.732751
2022-02-13 00:00:00+00:00,14.764,4.514,9.522334
2022-02-14 00:00:00+00:00,17.064,4.464,10.941085
2022-02-15 00:00:00+00:00,16.564001,5.9639997,11.424417
2022-02-16 00:00:00+00:00,16.214,7.364,11.0910845
2022-02-17 00:00:00+00:00,16.564001,6.414,11.168167
2022-02-18 00:00:00+00:00,17.264,4.714,11.232749
2022-02-19 00:00:00+00:00,16.114,4.264,10.405667
2022-02-20 00:00:00+00:00,14.514,3.8639998,8.080667
2022-02-21 00:00:00+00:00,14.314,3.5640001,8.60775
2022-02-22 00:00:00+00:00,14.814,4.164,9.984834
2022-02-23 00:00:00+00:00,16.414,4.914,12.051498
2022-02-24 00:00:00+00:00,18.514,9.464,13.491084
2022-02-25 00:00:00+00:00,16.314001,6.514,10.249416
2022-02-26 00:00:00+00:00,16.914,6.614,12.272331
2022-02-27 00:00:00+00:00,18.214,8.6640005,13.480667
2022-02-28 00:00:00+00:00,18.714,8.314,13.3202505
2022-03-01 00:00:00+00:00,19.364,7.914,13.472332
2022-03-02 00:00:00+00:00,18.514,8.964,13.780669
2022-03-03 00:00:00+00:00,20.964,9.414,14.276502
2022-03-04 00:00:00+00:00,20.364,7.314,14.011917
2022-03-05 00:00:00+00:00,20.914,8.614,14.474419
2022-03-06 00:00:00+00:00,22.214,8.9140005,15.582751
2022-03-07 00:00:00+00:00,25.064,10.464,17.447334
2022-03-08 00:00:00+00:00,25.064,11.414,18.091085
2022-03-09 00:00:00+00:00,24.364,11.914,17.741087
2022-03-10 00:00:00+00:00,23.664,11.914,16.878582
2022-03-11 00:00:00+00:00,22.314,11.014,16.67233
2022-03-12 00:00:00+00:00,23.164,11.114,17.6015
2022-03-13 00:00:00+00:00,24.814,12.714,18.599417
2022-03-14 00:00:00+00:00,26.314,12.214,19.641085
2022-03-15 00:00:00+00:00,26.414,13.664,20.220251
2022-03-16 00:00:00+00:00,24.764,14.114,18.828585
2022-03-17 00:00:00+00:00,26.914,13.814,20.066084
2022-03-18 00:00:00+00:00,27.414,15.014,21.322336
2022-03-19 00:00:00+00:00,27.414,16.564001,21.67025
2022-03-20 00:00:00+00:00,27.564,15.464,21.349419
2022-03-21 00:00:00+00:00,25.114,14.914,20.22025
2022-03-22 00:00:00+00:00,24.614,15.064,19.301498
2022-03-23 00:00:00+00:00,24.264,11.364,17.39942
2022-03-24 00:00:00+00:00,22.964,11.614,16.98275
2022-03-25 00:00:00+00:00,25.864,12.864,19.291086
2022-03-26 00:00:00+00:00,25.814,14.264,19.524416
2022-03-27 00:00:00+00:00,25.914,14.014,19.49317
2022-03-28 00:00:00+00:00,23.364,15.914,19.436916
2022-03-29 00:00:00+00:00,22.764,15.314,19.434832
2022-03-30 00:00:00+00:00,20.614,16.814001,18.259834
2022-03-31 00:00:00+00:00,19.414,16.014,17.686916
2022-04-01 00:00:00+00:00,23.314,15.964,19.691084
2022-04-02 00:00:00+00:00,22.314,13.914,18.274416
2022-04-03 00:00:00+00:00,23.864,14.814,19.178583
2022-04-04 00:00:00+00:00,25.814,14.764,20.593168
2022-04-05 00:00:00+00:00,25.314,15.364,20.576502
2022-04-06 00:00:00+00:00,26.664,16.114,20.884836
2022-04-07 00:00:00+00:00,23.814,14.914,19.120249
2022-04-08 00:00:00+00:00,22.564,15.464,19.1765
2022-04-09 00:00:00+00:00,22.564,14.564,18.655666
2022-04-10 00:00:00+00:00,22.914,14.964,18.674417
2022-04-11 00:00:00+00:00,23.864,15.464,20.19317
2022-04-12 00:00:00+00:00,22.514,16.464,19.2515
2022-04-13 00:00:00+00:00,24.414,15.964,19.580666
2022-04-14 00:00:00+00:00,27.814,15.964,21.184832
2022-04-15 00:00:00+00:00,27.164,14.864,20.984835
2022-04-16 00:00:00+00:00,27.414,15.364,21.418167
2022-04-17 00:00:00+00:00,27.564,15.264,22.08692
2022-04-18 00:00:00+00:00,28.414,15.914,22.480667
2022-04-19 00:00:00+00:00,25.414,16.014,20.545252
2022-04-20 00:00:00+00:00,23.414,15.614,18.911917
2022-04-21 00:00:00+00:00,24.714,15.414,19.439001
2022-04-22 00:00:00+00:00,23.564,14.914,19.126501
2022-04-23 00:00:00+00:00,26.564,14.814,20.793165
2022-04-24 00:00:00+00:00,28.764,14.614,21.816086
2022-04-25 00:00:00+00:00,29.114,14.814,22.049417
2022-04-26 00:00:00+00:00,27.964,17.064,21.664001
2022-04-27 00:00:00+00:00,27.864,17.564,22.682749
2022-04-28 00:00:00+00:00,26.514,17.564,21.932755
2022-04-29 00:00:00+00:00,24.664,16.814001,20.518166
2022-04-30 00:00:00+00:00,22.864,15.614,18.693169
2022-05-01 00:00:00+00:00,21.764,15.914,18.322336
2022-05-02 00:00:00+00:00,24.214,14.064,18.580667
2022-05-03 00:00:00+00:00,24.164,14.614,20.17025
2022-05-04 00:00:00+00:00,22.464,16.014,18.797335
2022-05-05 00:00:00+00:00,22.514,16.514,18.624418
2022-05-06 00:00:00+00:00,22.314,15.064,18.699417
2022-05-07 00:00:00+00:00,24.064,15.714,19.286919
2022-05-08 00:00:00+00:00,25.114,16.064001,19.578583
2022-05-09 00:00:00+00:00,25.614,16.264,20.111917
2022-05-10 00:00:00+00:00,25.564,16.814001,20.955667
2022-05-11 00:00:00+00:00,25.714,17.064,20.724419
2022-05-12 00:00:00+00:00,26.064,17.864,21.693167
2022-05-13 00:00:00+00:00,24.764,17.614,20.778585
2022-05-14 00:00:00+00:00,26.414,17.914,21.574417
2022-05-15 00:00:00+00:00,25.264,18.164,20.980667
2022-05-16 00:00:00+00:00,26.914,17.464,21.232752
2022-05-17 00:00:00+00:00,26.314,17.664,22.1765
2022-05-18 00:00:00+00:00,26.064,17.314,21.791084
2022-05-19 00:00:00+00:00,25.814,16.414,21.180668
2022-05-20 00:00:00+00:00,25.464,17.314,20.395252
2022-05-21 00:00:00+00:00,25.764,15.864,19.793173
2022-05-22 00:00:00+00:00,26.214,15.314,19.357752
2022-05-23 00:00:00+00:00,25.514,15.814,19.166084
2022-05-24 00:00:00+00:00,25.064,15.964,20.116085
2022-05-25 00:00:00+00:00,22.714,14.914,18.526503
2022-05-26 00:00:00+00:00,22.914,15.214,19.063997
2022-05-27 00:00:00+00:00,25.014,15.514,20.513998
2022-05-28 00:00:00+00:00,23.714,17.414,20.091082
2022-05-29 00:00:00+00:00,22.914,17.964,20.52025
2022-05-30 00:00:00+00:00,24.864,17.664,20.722336
2022-05-31 00:00:00+00:00,25.164,17.164,20.874418
2022-06-01 00:00:00+00:00,25.364,17.364,21.239
2022-06-02 00:00:00+00:00,24.714,17.564,21.284834
2022-06-03 00:00:00+00:00,25.864,17.564,21.972334
2022-06-04 00:00:00+00:00,26.714,18.514,22.061914
2022-06-05 00:00:00+00:00,25.214,18.814,21.728584
2022-06-06 00:00:00+00:00,25.514,19.264,21.914001
2022-06-07 00:00:00+00:00,25.714,18.864,21.905668
2022-06-08 00:00:00+00:00,25.664,19.064,21.628584
2022-06-09 00:00:00+00:00,26.214,19.214,21.736917
2022-06-10 00:00:00+00:00,26.264,18.964,22.289001
2022-06-11 00:00:00+00:00,26.464,18.264,22.24317
2022-06-12 00:00:00+00:00,26.464,18.664,22.111917
2022-06-13 00:00:00+00:00,25.714,19.264,22.061918
2022-06-14 00:00:00+00:00,25.914,19.664,22.25775
2022-06-15 00:00:00+00:00,25.814,18.714,21.664001
2022-06-16 00:00:00+00:00,26.314,18.514,21.749418
2022-06-17 00:00:00+00:00,26.014,18.414,21.70775
2022-06-18 00:00:00+00:00,25.714,18.464,21.503586
2022-06-19 00:00:00+00:00,27.014,18.114,21.759834
2022-06-20 00:00:00+00:00,25.814,18.664,21.934835
2022-06-21 00:00:00+00:00,25.814,18.114,21.570251
2022-06-22 00:00:00+00:00,25.764,18.764,22.253584
2022-06-23 00:00:00+00:00,26.314,19.464,22.551498
2022-06-24 00:00:00+00:00,26.014,20.364,22.739
2022-06-25 00:00:00+00:00,25.164,20.464,22.178587
2022-06-26 00:00:00+00:00,25.864,20.564,22.439003
2022-06-27 00:00:00+00:00,25.864,20.614,22.253584
2022-06-28 00:00:00+00:00,25.014,20.514,22.326502
2022-06-29 00:00:00+00:00,22.314,19.564,20.972336
2022-06-30 00:00:00+00:00,25.814,18.514,21.83275
2022-07-01 00:00:00+00:00,26.464,19.914,22.934835
2022-07-02 00:00:00+00:00,26.464,19.214,22.222334
2022-07-03 00:00:00+00:00,25.964,19.964,22.664001
2022-07-04 00:00:00+00:00,27.564,20.864,23.586916
2022-07-05 00:00:00+00:00,26.814,20.864,23.33692
2022-07-06 00:00:00+00:00,26.264,20.814,23.541084
2022-07-07 00:00:00+00:00,28.114,21.014,23.778582
2022-07-08 00:00:00+00:00,27.264,21.214,23.289001
2022-07-09 00:00:00+00:00,25.214,19.364,22.355667
2022-07-10 00:00:00+00:00,26.914,19.414,22.759836
2022-07-11 00:00:00+00:00,26.814,19.614,23.11817
2022-07-12 00:00:00+00:00,27.214,20.064,22.680664
2022-07-13 00:00:00+00:00,28.514,19.764,23.186914
2022-07-14 00:00:00+00:00,27.514,20.014,23.151499
2022-07-15 00:00:00+00:00,28.864,19.664,23.657747
2022-07-16 00:00:00+00:00,27.714,19.864,23.366083
2022-07-17 00:00:00+00:00,28.064,19.964,23.678587
2022-07-18 00:00:00+00:00,28.014,20.864,23.124414
2022-07-19 00:00:00+00:00,26.814,20.964,22.843164
2022-07-20 00:00:00+00:00,24.664,20.714,22.411917
2022-07-21 00:00:00+00:00,24.064,20.064,21.9765
2022-07-22 00:00:00+00:00,25.014,20.514,22.432749
2022-07-23 00:00:00+00:00,26.314,20.514,22.886919
2022-07-24 00:00:00+00:00,24.964,19.564,21.751501
2022-07-25 00:00:00+00:00,25.814,19.514,21.984838
2022-07-26 00:00:00+00:00,24.664,19.714,21.868166
2022-07-27 00:00:00+00:00,26.164,19.264,21.9515
2022-07-28 00:00:00+00:00,25.014,19.914,22.07025
2022-07-29 00:00:00+00:00,26.014,19.864,22.103584
2022-07-30 00:00:00+00:00,25.264,19.564,22.082748
2022-07-31 00:00:00+00:00,23.614,20.464,21.789
2022-08-01 00:00:00+00:00,24.364,20.764,21.949417
2022-08-02 00:00:00+00:00,23.064,20.164,21.50775
2022-08-03 00:00:00+00:00,25.664,19.714,22.309835
2022-08-04 00:00:00+00:00,25.764,19.914,22.209833
2022-08-05 00:00:00+00:00,26.714,20.114,22.855667
2022-08-06 00:00:00+00:00,25.864,20.364,22.889
2022-08-07 00:00:00+00:00,27.264,19.464,22.778582
2022-08-08 00:00:00+00:00,28.414,19.514,23.114004
2022-08-09 00:00:00+00:00,27.614,19.964,23.841085
2022-08-10 00:00:00+00:00,28.164,20.114,23.078585
2022-08-11 00:00:00+00:00,26.764,18.864,22.766085
2022-08-12 00:00:00+00:00,26.364,19.114,23.236916
2022-08-13 00:00:00+00:00,28.264,20.164,23.38275
2022-08-14 00:00:00+00:00,25.364,19.414,22.018166
2022-08-15 00:00:00+00:00,27.164,19.414,22.695251
2022-08-16 00:00:00+00:00,26.364,19.614,22.291084
2022-08-17 00:00:00+00:00,26.414,19.114,22.174417
2022-08-18 00:00:00+00:00,27.414,18.814,23.224417
2022-08-19 00:00:00+00:00,26.314,19.114,22.189003
2022-08-20 00:00:00+00:00,27.864,19.264,22.528585
2022-08-21 00:00:00+00:00,27.764,18.614,22.338999
2022-08-22 00:00:00+00:00,28.014,19.064,22.755667
2022-08-23 00:00:00+00:00,27.214,19.014,22.622332
2022-08-24 00:00:00+00:00,27.264,19.064,22.466085
2022-08-25 00:00:00+00:00,26.764,19.014,23.272333
2022-08-26 00:00:00+00:00,24.414,19.664,22.057749
2022-08-27 00:00:00+00:00,24.814,20.114,22.111916
2022-08-28 00:00:00+00:00,22.714,18.964,20.963999
2022-08-29 00:00:00+00:00,25.914,19.464,22.111917
2022-08-30 00:00:00+00:00,26.214,19.264,22.011917
2022-08-31 00:00:00+00:00,24.964,19.714,21.630667
2022-09-01 00:00:00+00:00,24.314,19.114,20.928583
2022-09-02 00:00:00+00:00,24.514,19.614,21.605665
2022-09-03 00:00:00+00:00,25.914,19.464,22.316084
2022-09-04 00:00:00+00:00,25.814,19.764,21.874418
2022-09-05 00:00:00+00:00,25.514,19.464,21.9515
2022-09-06 00:00:00+00:00,27.164,19.064,22.205671
2022-09-07 00:00:00+00:00,25.964,18.764,21.478582
2022-09-08 00:00:00+00:00,25.414,18.964,21.447336
2022-09-09 00:00:00+00:00,25.514,18.964,21.391083
2022-09-10 00:00:00+00:00,24.864,18.514,21.12025
2022-09-11 00:00:00+00:00,25.864,18.314,21.251501
2022-09-12 00:00:00+00:00,25.714,18.414,21.603579
2022-09-13 00:00:00+00:00,25.464,18.114,21.124418
2022-09-14 00:00:00+00:00,25.614,18.764,21.316084
2022-09-15 00:00:00+00:00,23.864,19.364,21.278584
2022-09-16 00:00:00+00:00,25.014,18.864,20.814001
2022-09-17 00:00:00+00:00,23.664,18.314,20.714
2022-09-18 00:00:00+00:00,26.314,18.064,21.016085
2022-09-19 00:00:00+00:00,26.864,18.164,21.947336
2022-09-20 00:00:00+00:00,25.664,18.814,22.126501
2022-09-21 00:00:00+00:00,27.064,18.764,21.586916
2022-09-22 00:00:00+00:00,26.214,18.464,21.722336
2022-09-23 00:00:00+00:00,26.114,18.314,21.58275
2022-09-24 00:00:00+00:00,25.714,17.114,20.674417
2022-09-25 00:00:00+00:00,25.564,17.564,20.43275
2022-09-26 00:00:00+00:00,25.214,16.714,20.128584
2022-09-27 00:00:00+00:00,25.014,16.414,19.84525
2022-09-28 00:00:00+00:00,24.514,15.514,19.874418
