P_CODE,VDC_NAME,DISTRICT,REGION,Hazard (Intensity),Exposure,Housing,Poverty,Vulnerability,Severity,Severity Normalized,Severity category
C-BAG-27-041,Naglebhare,Kathmandu,Central,1.31,0.05,8.86,1.82,5.34,0.69,1.4079,Medium-High
C-BAG-24-017,ChyasingKharka,Kavrepalanchok,Central,2.31,0.03,6.46,3.31,4.88,0.69,1.4073,Medium-High
C-BAG-30-015,Gumdi,Dhading,Central,1.09,0.05,6.82,5.15,5.99,0.69,1.4069,Medium-High
C-JAN-22-014,Dandakharka,Dolakha,Central,1.13,0.04,7.53,5.86,6.70,0.69,1.4060,Medium-High
C-JAN-19-035,Gourishankar,Sarlahi,Central,0.35,0.14,4.21,8.35,6.28,0.69,1.4054,Medium-High
C-NAR-33-052,KalaiyaN.P.,Bara,Central,0.12,0.44,4.93,7.20,6.06,0.68,1.4043,Medium-High
C-BAG-23-040,Kunchok,Sindhupalchok,Central,1.18,0.04,6.85,6.57,6.71,0.68,1.4041,Medium-High
C-JAN-19-038,Haripur,Sarlahi,Central,0.44,0.12,4.21,8.35,6.28,0.68,1.4036,Medium-High
C-NAR-31-018,Handikhola,Makwanpur,Central,0.39,0.19,4.99,3.64,4.32,0.68,1.4035,Medium-High
C-BAG-25-033,Nallu,Lalitpur,Central,3.12,0.02,8.40,0.82,4.61,0.68,1.4033,Medium-High
C-JAN-21-014,Dimipokhari,Ramechhap,Central,1.54,0.03,7.16,6.06,6.61,0.68,1.4029,Medium-High
C-BAG-28-024,Gorsyang,Nuwakot,Central,1.55,0.04,5.91,5.85,5.88,0.68,1.4027,Medium-High
C-NAR-32-016,Bishrampur,Rautahat,Central,0.38,0.12,4.38,9.14,6.76,0.68,1.3981,Medium-High
C-BAG-28-009,Budhasing,Nuwakot,Central,1.78,0.03,5.91,5.85,5.88,0.68,1.3978,Medium-High
C-NAR-32-084,Rangapur,Rautahat,Central,0.41,0.11,4.38,9.14,6.76,0.68,1.3958,Medium-High
C-JAN-19-064,MalangawaN.P.,Sarlahi,Central,0.19,0.26,4.21,8.35,6.28,0.68,1.3933,Medium-High
C-BAG-24-019,DapchaChatraibhanjha,Kavrepalanchok,Central,2.25,0.03,6.46,3.31,4.88,0.68,1.3912,Medium-High
W-GAN-36-040,Makaising,Gorkha,Western,2.25,0.02,6.44,5.21,5.83,0.68,1.3889,Medium-High
W-GAN-36-054,Shreenathkot,Gorkha,Western,1.64,0.03,6.44,5.21,5.83,0.68,1.3856,Medium-High
C-BAG-27-003,Bajrayogini,Kathmandu,Central,1.30,0.04,8.86,1.82,5.34,0.68,1.3848,Medium-High
C-JAN-21-032,Majuwa,Ramechhap,Central,1.98,0.02,7.16,6.06,6.61,0.68,1.3846,Medium-High
C-BAG-23-055,Pipaldanda,Sindhupalchok,Central,1.32,0.03,6.85,6.57,6.71,0.67,1.3840,Medium-High
C-BAG-23-006,Bahrabise,Sindhupalchok,Central,0.62,0.07,6.85,6.57,6.71,0.67,1.3821,Medium-High
C-BAG-25-031,Malta,Lalitpur,Central,3.52,0.02,8.40,0.82,4.61,0.67,1.3821,Medium-High
C-NAR-32-090,Santpur(Matiaun),Rautahat,Central,0.29,0.15,4.38,9.14,6.76,0.67,1.3820,Medium-High
C-BAG-25-005,Bisankhunarayan,Lalitpur,Central,1.44,0.05,8.40,0.82,4.61,0.67,1.3813,Medium-High
C-NAR-32-024,Dumariya(Matiauna),Rautahat,Central,0.28,0.16,4.38,9.14,6.76,0.67,1.3793,Medium-High
C-BAG-25-018,Godamchaur,Lalitpur,Central,1.31,0.05,8.40,0.82,4.61,0.67,1.3792,Medium-High
C-JAN-19-077,Pattharkot,Sarlahi,Central,0.63,0.08,4.21,8.35,6.28,0.67,1.3787,Medium-High
C-BAG-24-086,SipaliChilaune,Kavrepalanchok,Central,2.10,0.03,6.46,3.31,4.88,0.67,1.3765,Medium-High
C-BAG-28-020,Ganeshthan,Nuwakot,Central,1.34,0.04,5.91,5.85,5.88,0.67,1.3761,Medium-High
C-BAG-24-035,JaisithokMandan,Kavrepalanchok,Central,2.02,0.03,6.46,3.31,4.88,0.67,1.3736,Medium-High
C-BAG-23-044,Mahankal,Sindhupalchok,Central,0.90,0.05,6.85,6.57,6.71,0.67,1.3731,Medium-High
W-GAN-36-024,Gakhu,Gorkha,Western,1.68,0.03,6.44,5.21,5.83,0.67,1.3721,Medium-High
W-GAN-36-042,Manbu,Gorkha,Western,0.83,0.06,6.44,5.21,5.83,0.67,1.3688,Medium-High
C-BAG-27-002,Baad Bhanjyang,Kathmandu,Central,1.44,0.04,8.86,1.82,5.34,0.67,1.3683,Medium-High
C-NAR-31-042,Sukaura,Makwanpur,Central,1.90,0.04,4.99,3.64,4.32,0.67,1.3682,Medium-High
C-BAG-30-038,ReeGaun,Dhading,Central,0.88,0.06,6.82,5.15,5.99,0.67,1.3642,Medium-High
C-JAN-18-028,Gaushala,Mahottari,Central,0.26,0.18,4.33,8.62,6.48,0.66,1.3618,Medium-High
C-JAN-21-024,Hiledevi,Ramechhap,Central,1.42,0.03,7.16,6.06,6.61,0.66,1.3608,Medium-High
C-BAG-24-082,SathigharBhagawati,Kavrepalanchok,Central,2.19,0.03,6.46,3.31,4.88,0.66,1.3603,Medium-High
C-BAG-30-031,Mulpani,Dhading,Central,1.50,0.03,6.82,5.15,5.99,0.66,1.3597,Medium-High
C-JAN-21-019,Goswara,Ramechhap,Central,1.18,0.04,7.16,6.06,6.61,0.66,1.3597,Medium-High
W-GAN-40-022,Lekhnath N. P.,Kaski,Western,0.13,0.60,7.44,0.00,3.72,0.66,1.3596,Medium-High
C-BAG-27-043,NaikapPuranoBhanjya,Kathmandu,Central,1.17,0.05,8.86,1.82,5.34,0.66,1.3593,Medium-High
C-BAG-30-030,Marpak,Dhading,Central,1.30,0.04,6.82,5.15,5.99,0.66,1.3593,Medium-High
C-BAG-25-022,Ikudol,Lalitpur,Central,3.27,0.02,8.40,0.82,4.61,0.66,1.3587,Medium-High
C-NAR-32-069,Paurai,Rautahat,Central,0.44,0.10,4.38,9.14,6.76,0.66,1.3581,Medium-High
W-GAN-38-035,Purkot,Tanahu,Western,0.74,0.07,6.43,4.04,5.24,0.66,1.3526,Medium-High
C-JAN-19-036,Hajariya,Sarlahi,Central,0.27,0.17,4.21,8.35,6.28,0.66,1.3505,Medium-High
C-BAG-29-001,Bhorle,Rasuwa,Central,0.75,0.06,5.46,7.86,6.66,0.66,1.3487,Medium-High
C-JAN-21-055,Tokarpur,Ramechhap,Central,1.19,0.04,7.16,6.06,6.61,0.66,1.3483,Medium-High
C-BAG-24-042,KhaharePangu,Kavrepalanchok,Central,2.36,0.02,6.46,3.31,4.88,0.66,1.3457,Medium-High
C-BAG-27-029,Kabhresthali,Kathmandu,Central,1.08,0.05,8.86,1.82,5.34,0.66,1.3439,Medium-High
C-BAG-28-044,Ralukadevi,Nuwakot,Central,1.02,0.05,5.91,5.85,5.88,0.65,1.3430,Medium-High
C-BAG-23-030,Ichok,Sindhupalchok,Central,0.76,0.06,6.85,6.57,6.71,0.65,1.3425,Medium-High
W-GAN-36-030,Harmhi,Gorkha,Western,1.34,0.04,6.44,5.21,5.83,0.65,1.3366,Medium-High
C-BAG-24-020,DaraunePokhari,Kavrepalanchok,Central,2.06,0.03,6.46,3.31,4.88,0.65,1.3364,Medium-High
C-BAG-30-050,Tripureswor,Dhading,Central,1.33,0.03,6.82,5.15,5.99,0.65,1.3363,Medium-High
C-BAG-25-006,Bukhel,Lalitpur,Central,3.43,0.02,8.40,0.82,4.61,0.65,1.3342,Medium-High
C-JAN-22-036,MagaPauwa,Dolakha,Central,1.36,0.03,7.53,5.86,6.70,0.65,1.3332,Medium-High
C-BAG-28-026,Kabilas,Nuwakot,Central,1.12,0.04,5.91,5.85,5.88,0.65,1.3324,Medium-High
W-GAN-36-044,Muchhok,Gorkha,Western,1.21,0.04,6.44,5.21,5.83,0.65,1.3322,Medium-High
C-BAG-23-031,Irkhu,Sindhupalchok,Central,1.16,0.04,6.85,6.57,6.71,0.65,1.3319,Medium-High
C-JAN-21-040,Phulasi,Ramechhap,Central,0.70,0.06,7.16,6.06,6.61,0.65,1.3298,Medium-High
C-BAG-30-009,Darkha,Dhading,Central,0.84,0.05,6.82,5.15,5.99,0.65,1.3298,Medium-High
C-JAN-19-003,Atrouli,Sarlahi,Central,0.65,0.07,4.21,8.35,6.28,0.65,1.3272,Medium-High
C-BAG-29-009,Dhaibung,Rasuwa,Central,0.81,0.05,5.46,7.86,6.66,0.65,1.3269,Medium-High
C-JAN-22-016,Fasku,Dolakha,Central,0.91,0.04,7.53,5.86,6.70,0.65,1.3257,Medium-High
C-BAG-25-011,Choughare,Lalitpur,Central,3.03,0.02,8.40,0.82,4.61,0.65,1.3255,Medium-High
C-BAG-23-059,Sanusiruwari,Sindhupalchok,Central,1.19,0.03,6.85,6.57,6.71,0.65,1.3243,Medium-High
C-JAN-22-046,Sailungeswor,Dolakha,Central,0.95,0.04,7.53,5.86,6.70,0.64,1.3226,Medium-High
C-BAG-25-032,Manikhel,Lalitpur,Central,2.91,0.02,8.40,0.82,4.61,0.64,1.3216,Medium-High
C-BAG-24-003,Balting,Kavrepalanchok,Central,2.06,0.03,6.46,3.31,4.88,0.64,1.3216,Medium-High
C-BAG-23-018,Fulpingdandagau,Sindhupalchok,Central,0.81,0.05,6.85,6.57,6.71,0.64,1.3199,Medium-High
C-JAN-21-015,Doramba,Ramechhap,Central,1.20,0.03,7.16,6.06,6.61,0.64,1.3178,Medium-High
C-BAG-24-040,KatunjeBesi,Kavrepalanchok,Central,2.21,0.02,6.46,3.31,4.88,0.64,1.3177,Medium-High
W-GAN-36-057,Swara,Gorkha,Western,1.19,0.04,6.44,5.21,5.83,0.64,1.3163,Medium-High
C-JAN-19-090,Sasapur,Sarlahi,Central,0.63,0.07,4.21,8.35,6.28,0.64,1.3088,Medium-High
C-BAG-23-061,Sikharpur,Sindhupalchok,Central,1.46,0.03,6.85,6.57,6.71,0.64,1.3057,Medium-High
C-BAG-29-010,Laharepouwa,Rasuwa,Central,0.83,0.05,5.46,7.86,6.66,0.64,1.3043,Medium-High
C-JAN-22-019,GhangSukathokar,Dolakha,Central,0.88,0.04,7.53,5.86,6.70,0.64,1.3028,Medium-High
C-BAG-23-008,Batase,Sindhupalchok,Central,0.76,0.05,6.85,6.57,6.71,0.63,1.3021,Medium-High
C-BAG-25-016,Dukuchhap,Lalitpur,Central,2.02,0.03,8.40,0.82,4.61,0.63,1.3001,Medium-High
C-NAR-31-009,Budhichaur,Makwanpur,Central,2.76,0.02,4.99,3.64,4.32,0.63,1.2997,Medium-High
C-BAG-27-047,Sangla,Kathmandu,Central,1.27,0.04,8.86,1.82,5.34,0.63,1.2954,Medium-High
C-JAN-19-039,Haripurwa,Sarlahi,Central,0.25,0.16,4.21,8.35,6.28,0.63,1.2949,Medium-High
C-JAN-22-028,Katakuti,Dolakha,Central,0.98,0.04,7.53,5.86,6.70,0.63,1.2948,Medium-High
W-LUM-48-053,Rajahar,Nawalparasi,Western,0.48,0.11,5.61,3.51,4.56,0.63,1.2929,Medium-High
C-NAR-32-047,Kakanpur,Rautahat,Central,0.36,0.10,4.38,9.14,6.76,0.63,1.2915,Medium-High
C-BAG-28-028,Kalikahalde,Nuwakot,Central,1.14,0.04,5.91,5.85,5.88,0.63,1.2901,Medium-High
C-BAG-28-005,Betini,Nuwakot,Central,0.94,0.04,5.91,5.85,5.88,0.63,1.2889,Medium-High
C-BAG-28-036,Lachyang,Nuwakot,Central,0.92,0.05,5.91,5.85,5.88,0.63,1.2879,Medium-High
W-GAN-36-067,Warpak,Gorkha,Western,0.83,0.05,6.44,5.21,5.83,0.63,1.2869,Medium-High
C-JAN-22-042,Namdu,Dolakha,Central,0.72,0.05,7.53,5.86,6.70,0.63,1.2840,Medium-High
C-BAG-27-035,Machhegaun,Kathmandu,Central,1.16,0.04,8.86,1.82,5.34,0.63,1.2819,Medium-High
C-BAG-27-025,Indrayani,Kathmandu,Central,1.32,0.03,8.86,1.82,5.34,0.62,1.2804,Medium-High
C-JAN-19-044,Jabdi,Sarlahi,Central,0.43,0.09,4.21,8.35,6.28,0.62,1.2801,Medium-High
C-BAG-25-001,Asrang,Lalitpur,Central,3.59,0.01,8.40,0.82,4.61,0.62,1.2740,Medium-High
C-JAN-22-032,LakuriDada,Dolakha,Central,0.94,0.04,7.53,5.86,6.70,0.62,1.2731,Medium-High
C-NAR-33-075,Piparabirta,Bara,Central,0.16,0.24,4.93,7.20,6.06,0.62,1.2709,Medium-High
C-BAG-24-016,Chyamrangbesi,Kavrepalanchok,Central,2.90,0.02,6.46,3.31,4.88,0.62,1.2678,Medium-High
C-JAN-21-005,Bhatauli,Ramechhap,Central,0.88,0.04,7.16,6.06,6.61,0.62,1.2659,Medium-High
C-BAG-24-078,Saping,Kavrepalanchok,Central,1.45,0.03,6.46,3.31,4.88,0.62,1.2653,Medium-High
C-BAG-24-069,PokhariNarayansthan,Kavrepalanchok,Central,1.59,0.03,6.46,3.31,4.88,0.62,1.2652,Medium-High
C-JAN-18-076,Sundarpur,Mahottari,Central,0.25,0.15,4.33,8.62,6.48,0.62,1.2643,Medium-High
C-NAR-35-036,Sibanagar,Chitawan,Central,0.75,0.08,5.38,2.53,3.96,0.62,1.2629,Medium-High
W-GAN-36-031,Jaubari,Gorkha,Western,1.31,0.03,6.44,5.21,5.83,0.62,1.2619,Medium-High
C-BAG-23-035,Kadambas,Sindhupalchok,Central,1.00,0.03,6.85,6.57,6.71,0.62,1.2615,Medium-High
C-BAG-23-066,SyauleBazar,Sindhupalchok,Central,0.93,0.04,6.85,6.57,6.71,0.62,1.2614,Medium-High
C-JAN-19-081,Rajghat,Sarlahi,Central,0.35,0.10,4.21,8.35,6.28,0.61,1.2612,Medium-High
C-BAG-25-020,Gotikhel,Lalitpur,Central,2.65,0.02,8.40,0.82,4.61,0.61,1.2609,Medium-High
C-BAG-27-001,Aalapot,Kathmandu,Central,1.34,0.03,8.86,1.82,5.34,0.61,1.2596,Medium-High
C-BAG-25-041,Thuladurlung,Lalitpur,Central,3.30,0.02,8.40,0.82,4.61,0.61,1.2582,Medium-High
W-GAN-36-065,Thumi,Gorkha,Western,0.86,0.05,6.44,5.21,5.83,0.61,1.2570,Medium-High
C-JAN-19-011,Basantapur,Sarlahi,Central,0.29,0.13,4.21,8.35,6.28,0.61,1.2559,Medium-High
C-BAG-27-027,Jitpurphedi,Kathmandu,Central,0.81,0.05,8.86,1.82,5.34,0.61,1.2548,Medium-High
C-JAN-19-058,LaxmipurKodraha,Sarlahi,Central,0.37,0.10,4.21,8.35,6.28,0.61,1.2539,Medium-High
C-JAN-21-004,Bhadaure,Ramechhap,Central,1.36,0.03,7.16,6.06,6.61,0.61,1.2537,Medium-High
W-GAN-36-064,Thalajung,Gorkha,Western,1.40,0.03,6.44,5.21,5.83,0.61,1.2536,Medium-High
W-GAN-38-023,Ghasikuwa,Tanahu,Western,0.54,0.08,6.43,4.04,5.24,0.61,1.2535,Medium-High
C-JAN-22-044,Pawati,Dolakha,Central,0.73,0.05,7.53,5.86,6.70,0.61,1.2529,Medium-High
C-BAG-28-060,Thaprek,Nuwakot,Central,0.96,0.04,5.91,5.85,5.88,0.61,1.2527,Medium-High
W-GAN-36-055,Simjung,Gorkha,Western,1.02,0.04,6.44,5.21,5.83,0.61,1.2510,Medium-High
C-BAG-28-012,Chaturale,Nuwakot,Central,1.16,0.03,5.91,5.85,5.88,0.61,1.2486,Medium-High
C-BAG-28-006,Bhadratar,Nuwakot,Central,1.16,0.03,5.91,5.85,5.88,0.61,1.2485,Medium-High
W-LUM-48-002,Amarapuri,Nawalparasi,Western,0.55,0.09,5.61,3.51,4.56,0.61,1.2477,Medium-High
C-BAG-23-039,Kubhinde,Sindhupalchok,Central,1.08,0.03,6.85,6.57,6.71,0.61,1.2465,Medium-High
C-BAG-30-044,Semjong,Dhading,Central,1.11,0.03,6.82,5.15,5.99,0.61,1.2459,Medium-High
C-BAG-24-053,Mahadevtar,Kavrepalanchok,Central,2.15,0.02,6.46,3.31,4.88,0.61,1.2455,Medium-High
C-JAN-18-041,Laximiniya,Mahottari,Central,0.31,0.11,4.33,8.62,6.48,0.61,1.2436,Medium-High
W-GAN-37-016,Chakratirtha,Lamjung,Western,0.94,0.05,5.98,3.20,4.59,0.61,1.2428,Medium-High
C-NAR-32-033,GaurN.P.,Rautahat,Central,0.09,0.36,4.38,9.14,6.76,0.61,1.2416,Medium-High
C-JAN-20-036,Majhuwa,Sindhuli,Central,1.54,0.02,5.19,6.55,5.87,0.61,1.2409,Medium-High
C-BAG-25-015,Dhusel,Lalitpur,Central,3.07,0.02,8.40,0.82,4.61,0.60,1.2361,Medium-High
C-BAG-23-068,Tatopani,Sindhupalchok,Central,0.47,0.07,6.85,6.57,6.71,0.60,1.2359,Medium-High
C-NAR-35-027,Meghauli,Chitawan,Central,0.38,0.15,5.38,2.53,3.96,0.60,1.2348,Medium-High
C-JAN-19-005,Babarganj,Sarlahi,Central,0.28,0.12,4.21,8.35,6.28,0.60,1.2345,Medium-High
C-BAG-28-017,Deurali,Nuwakot,Central,0.99,0.04,5.91,5.85,5.88,0.60,1.2339,Medium-High
