date,temperature_2m_mean
2021-04-23 18:15:00+00:00,21.178583
2021-04-24 18:15:00+00:00,22.459833
2021-04-25 18:15:00+00:00,22.555666
2021-04-26 18:15:00+00:00,23.049417
2021-04-27 18:15:00+00:00,22.599417
2021-04-28 18:15:00+00:00,21.326502
2021-04-29 18:15:00+00:00,19.380667
2021-04-30 18:15:00+00:00,19.170252
2021-05-01 18:15:00+00:00,18.607748
2021-05-02 18:15:00+00:00,18.447332
2021-05-03 18:15:00+00:00,17.859835
2021-05-04 18:15:00+00:00,16.809835
2021-05-05 18:15:00+00:00,17.65775
2021-05-06 18:15:00+00:00,17.897335
2021-05-07 18:15:00+00:00,18.407751
2021-05-08 18:15:00+00:00,18.2015
2021-05-09 18:15:00+00:00,18.251501
2021-05-10 18:15:00+00:00,17.928583
2021-05-11 18:15:00+00:00,17.572334
2021-05-12 18:15:00+00:00,17.272333
2021-05-13 18:15:00+00:00,17.680666
2021-05-14 18:15:00+00:00,20.170248
2021-05-15 18:15:00+00:00,22.020248
2021-05-16 18:15:00+00:00,22.680666
2021-05-17 18:15:00+00:00,21.059835
2021-05-18 18:15:00+00:00,19.343166
2021-05-19 18:15:00+00:00,18.886917
2021-05-20 18:15:00+00:00,20.903584
2021-05-21 18:15:00+00:00,21.768167
2021-05-22 18:15:00+00:00,22.286919
2021-05-23 18:15:00+00:00,22.338999
2021-05-24 18:15:00+00:00,21.445251
2021-05-25 18:15:00+00:00,20.3515
2021-05-26 18:15:00+00:00,19.897333
2021-05-27 18:15:00+00:00,19.618168
2021-05-28 18:15:00+00:00,21.393167
2021-05-29 18:15:00+00:00,21.643167
2021-05-30 18:15:00+00:00,21.591082
2021-05-31 18:15:00+00:00,21.684835
2021-06-01 18:15:00+00:00,21.786917
2021-06-02 18:15:00+00:00,21.801504
2021-06-03 18:15:00+00:00,21.85775
2021-06-04 18:15:00+00:00,22.549417
2021-06-05 18:15:00+00:00,22.457748
2021-06-06 18:15:00+00:00,23.168167
2021-06-07 18:15:00+00:00,22.603584
2021-06-08 18:15:00+00:00,22.595247
2021-06-09 18:15:00+00:00,22.028585
2021-06-10 18:15:00+00:00,21.943169
2021-06-11 18:15:00+00:00,21.064001
2021-06-12 18:15:00+00:00,21.524416
2021-06-13 18:15:00+00:00,21.855665
2021-06-14 18:15:00+00:00,21.297335
2021-06-15 18:15:00+00:00,20.939001
2021-06-16 18:15:00+00:00,21.430666
2021-06-17 18:15:00+00:00,22.018167
2021-06-18 18:15:00+00:00,21.459833
2021-06-19 18:15:00+00:00,21.145248
2021-06-20 18:15:00+00:00,22.574417
2021-06-21 18:15:00+00:00,22.526499
2021-06-22 18:15:00+00:00,22.432753
2021-06-23 18:15:00+00:00,21.9765
2021-06-24 18:15:00+00:00,21.991087
2021-06-25 18:15:00+00:00,21.786919
2021-06-26 18:15:00+00:00,22.282751
2021-06-27 18:15:00+00:00,22.343164
2021-06-28 18:15:00+00:00,22.776499
2021-06-29 18:15:00+00:00,22.368166
2021-06-30 18:15:00+00:00,21.968168
2021-07-01 18:15:00+00:00,20.603584
2021-07-02 18:15:00+00:00,21.803583
2021-07-03 18:15:00+00:00,21.997335
2021-07-04 18:15:00+00:00,22.349419
2021-07-05 18:15:00+00:00,23.039
2021-07-06 18:15:00+00:00,23.161917
2021-07-07 18:15:00+00:00,22.549417
2021-07-08 18:15:00+00:00,22.641085
2021-07-09 18:15:00+00:00,22.774422
2021-07-10 18:15:00+00:00,22.018167
2021-07-11 18:15:00+00:00,22.68692
2021-07-12 18:15:00+00:00,22.814001
2021-07-13 18:15:00+00:00,22.732748
2021-07-14 18:15:00+00:00,21.882751
2021-07-15 18:15:00+00:00,22.155668
2021-07-16 18:15:00+00:00,22.251501
2021-07-17 18:15:00+00:00,22.174416
2021-07-18 18:15:00+00:00,22.401503
2021-07-19 18:15:00+00:00,22.282753
2021-07-20 18:15:00+00:00,22.530664
2021-07-21 18:15:00+00:00,23.114
2021-07-22 18:15:00+00:00,22.899416
2021-07-23 18:15:00+00:00,23.122332
2021-07-24 18:15:00+00:00,23.228582
2021-07-25 18:15:00+00:00,22.532753
2021-07-26 18:15:00+00:00,22.855669
2021-07-27 18:15:00+00:00,22.911919
2021-07-28 18:15:00+00:00,22.972336
2021-07-29 18:15:00+00:00,22.722336
2021-07-30 18:15:00+00:00,22.989
2021-07-31 18:15:00+00:00,23.216087
2021-08-01 18:15:00+00:00,22.703585
2021-08-02 18:15:00+00:00,22.874418
2021-08-03 18:15:00+00:00,22.826502
2021-08-04 18:15:00+00:00,22.49317
2021-08-05 18:15:00+00:00,23.053583
2021-08-06 18:15:00+00:00,22.995255
2021-08-07 18:15:00+00:00,22.428587
2021-08-08 18:15:00+00:00,22.751501
2021-08-09 18:15:00+00:00,22.953583
2021-08-10 18:15:00+00:00,22.920248
2021-08-11 18:15:00+00:00,23.309835
2021-08-12 18:15:00+00:00,22.682753
2021-08-13 18:15:00+00:00,21.966082
2021-08-14 18:15:00+00:00,21.734833
2021-08-15 18:15:00+00:00,22.768166
2021-08-16 18:15:00+00:00,22.489
2021-08-17 18:15:00+00:00,22.599419
2021-08-18 18:15:00+00:00,22.726501
2021-08-19 18:15:00+00:00,22.749418
2021-08-20 18:15:00+00:00,22.199417
2021-08-21 18:15:00+00:00,21.624418
2021-08-22 18:15:00+00:00,21.345251
2021-08-23 18:15:00+00:00,21.713999
2021-08-24 18:15:00+00:00,21.691084
2021-08-25 18:15:00+00:00,22.624414
2021-08-26 18:15:00+00:00,21.868166
2021-08-27 18:15:00+00:00,21.095251
2021-08-28 18:15:00+00:00,21.0515
2021-08-29 18:15:00+00:00,21.176502
2021-08-30 18:15:00+00:00,21.672335
2021-08-31 18:15:00+00:00,21.95775
2021-09-01 18:15:00+00:00,21.626503
2021-09-02 18:15:00+00:00,21.33275
2021-09-03 18:15:00+00:00,22.411919
2021-09-04 18:15:00+00:00,22.564001
2021-09-05 18:15:00+00:00,22.272331
2021-09-06 18:15:00+00:00,22.003584
2021-09-07 18:15:00+00:00,21.77442
2021-09-08 18:15:00+00:00,21.136919
2021-09-09 18:15:00+00:00,21.447332
2021-09-10 18:15:00+00:00,21.834833
2021-09-11 18:15:00+00:00,22.02025
2021-09-12 18:15:00+00:00,22.178583
2021-09-13 18:15:00+00:00,22.355667
2021-09-14 18:15:00+00:00,21.274418
2021-09-15 18:15:00+00:00,20.999416
2021-09-16 18:15:00+00:00,20.84942
2021-09-17 18:15:00+00:00,21.641083
2021-09-18 18:15:00+00:00,22.29525
2021-09-19 18:15:00+00:00,21.88275
2021-09-20 18:15:00+00:00,21.672335
2021-09-21 18:15:00+00:00,20.882748
2021-09-22 18:15:00+00:00,21.061918
